ID	DOCULECT	CONCEPT	COUNTERPART
195505	apali	to-laugh	isʌːbk-
192582	apali	root	ɣɨndɨrɨ
195339	apali	to-push	dʉmbusr-
190592	apali	sibling-opposite-sex-older	nʌːndi
194955	apali	to-chop	ikʌrʌk-
192599	apali	short-piece-wood	tumbu
195229	apali	to-do-make	maβ-
191454	apali	breast	amaŋ
194195	apali	afterwards	muni
192613	apali	cane	kʉtʉkaŋ
195080	apali	to-boil	guŋgr-
192448	apali	coconut	kurinaŋ
194608	apali	to-fly	bok-
192614	apali	cane	tɨmɨn
195098	apali	to-burn	kr-
192615	apali	cane	kumba
194956	apali	to-chop	mʉŋɣr-
190315	apali	negation-marker	mɛ(ŋ)-
193918	apali	to-be-hungry	gumga ɛmbri
192630	apali	stick	krɨ tumu
195386	apali	to-smell	smɛlɛŋg-
191471	apali	chest	umbaŋ
195548	apali	to-turn	tɨːmu simr-
193194	apali	axe	cinaŋ
194851	apali	to-carry	s-
190453	apali	girl	nʌːndi nina
195607	apali	to-be-sick	gumiŋgəmi ŋgʰm-
191470	apali	chest	kʉgɨpʌ
195564	apali	to-think	-i- kintsiram
192648	apali	bamboo	sɨɣai
195563	apali	to-think	iŋgʌːkr-
190891	apali	you-pl-o2p	na-
195248	apali	to-work	bi-
192664	apali	bean	ume
194751	apali	to-see	iŋg-
191486	apali	navel	simbir
195638	apali	arrow-hooked	kuniŋe
192683	apali	vine	tumʉn
195268	apali	to-sharpen	ɣir-
192684	apali	vine	suʌr
195130	apali	to-eat	n-
190603	apali	sibling-opposite-sex-younger	nʌːndi suwig
193662	apali	empty	kumʌː
192699	apali	shrub	miruku
195007	apali	to-bury	saβu mʌw-
191503	apali	blood	inabuŋ
195578	apali	dream	anisku iːŋg-
190907	apali	your-pl	na
194993	apali	fell-tree	ik-
192716	apali	fire	abuŋ
193451	apali	two	akita
192732	apali	firelight	tukuruku
195043	apali	to-buy-sell-barter	dʌ:bg-
191519	apali	vein	suʌr
195286	apali	to-hold	muŋgʌβ-
191371	apali	thigh	taŋgi
195593	apali	afraid	tʉnd-
192399	apali	yam	kuni
194770	apali	to-hear	kintsirʌːm-
192982	apali	fog	kʌːmu
193870	apali	crooked	piŋgunda
192771	apali	smoke	iːtu
194802	apali	to-wash	säram-
192998	apali	salt	rurɨm
193805	apali	old	kʌːsu
192382	apali	yam	ɣunja
194556	apali	to-run	tʉkark-
191534	apali	liver	mʌβɨn
194835	apali	to-carry	gʌːb-
190924	apali	they	nʉmba-raŋ
193468	apali	good	ukʌsi
193014	apali	stone	kʌːta
194308	apali	slow	simrsimri
193015	apali	stone	rɨmba
194074	apali	night	gufrʉ arkaŋ
192772	apali	smoke	mɨsɨ
194274	apali	far	mituma
192787	apali	garden	kwʌːlu
195522	apali	singsing	sʉguf-
193033	apali	star	tindʉ
194459	apali	cough	mʉti dukwʌw-
190617	apali	i	pia
194211	apali	here	nʌni
193050	apali	sun	wayaŋ
194572	apali	to-walk	waw-
191338	apali	fingernail	tʉpi
194571	apali	to-walk	w-
192752	apali	ashes	niːmbri
193705	apali	heavy	bukru
193066	apali	village	kayambra
194056	apali	afternoon	gufrʉnda
191546	apali	lungs	krumʌmbi
194023	apali	morning	simda
193083	apali	forest	suli
194091	apali	now	yʌːmbi
192366	apali	singapore-taro	tʌːsɨ
195026	apali	to-plant	gul-
192805	apali	fence	duʌ
194291	apali	quickly	aya
193100	apali	water	aβri
195183	apali	to-throw	kʌβal-
192967	apali	cloud	kʌ:mu
193789	apali	new	kʉki
192432	apali	coconut-palm	siːmaŋ
194328	apali	yes	ʌː
192415	apali	tobacco	itu
194229	apali	there	dimu
190832	apali	us	a-r-
193520	apali	big	kʌːndi
193129	apali	wind	guŋe
193630	apali	cooked	dukwi-
191355	apali	leg	gɨtɨ
195624	apali	arrow-barred	kʉŋa
190383	apali	woman	induwɛna
193467	apali	good	muntuŋ
193146	apali	arrow	siaŋ
193722	apali	long	kutɛs
193147	apali	arrow	siaŋ
193618	apali	green	karakuni
191559	apali	heart	piːtɨŋ
194411	apali	to-sit	muŋga-
192823	apali	ground	fi
194592	apali	to-fall	dʉf-
193220	apali	bow	ɣɨmi
195322	apali	to-pull	mʌ:ŋgr-
193236	apali	bowstring	gundʌm
194242	apali	in	munsi
193252	apali	comb	sarʌt
193739	apali	short	tʉmbʉ
193253	apali	comb	sʉgetuŋga
194039	apali	daybreak	fimʌːki
192841	apali	house	uraŋ
195025	apali	to-plant	f-
191573	apali	bone	gʌ:ne
193537	apali	small	suːβiŋ
192858	apali	moon	tʌ:kun
194888	apali	to-break	muŋarf-
192859	apali	moon	abugu
194257	apali	near	mitɨ
190382	apali	woman	yamgari
194108	apali	yesterday	amiri
193271	apali	skirt	kumu
195303	apali	to-pour-out	miŋg-
192877	apali	mountain	kʌːruŋ
194705	apali	to-talk	tsiaŋ ambaw-
191591	apali	skin	sɨŋgɨtu
193435	apali	one	pʌːmbi
190951	apali	them	nu-r-
194123	apali	day-before-yesterday	aniruŋ
192895	apali	path	ɣɨmbɨ
194347	apali	no-not	kumʌ
191608	apali	to-sweat	bumbuŋ
193485	apali	bad	sumbrɨ
192913	apali	sea	turum
193901	apali	dry	pʌːnɛ
192927	apali	shore	miapʌt
195656	apali	lightning	mʉŋas war-
192928	apali	shore	ambrɨ
194922	apali	to-split	sɨkr-
191624	apali	sore-wound	fim
193934	apali	this	nʌːn
193287	apali	g-string	usaŋ
194329	apali	yes	ya
192943	apali	sand	ka:sɨŋ
194541	apali	to-go-down	muŋgw-
190967	apali	theirs	mbʉ-
193593	apali	white	mirʌ
191641	apali	hair	mʉnʉ
193886	apali	wet	aβritɛpri
190472	apali	father	yaβaŋ
193573	apali	red	niaŋgu
190983	apali	head	kʌli
193607	apali	yellow	kuŋga
191673	apali	urine	ɨr+inda
193757	apali	many	akʌpɛ
191689	apali	penis	muŋgʉn
193887	apali	wet	putʌ
191705	apali	shadow	urʉŋ
195167	apali	to-kill	if-
190999	apali	brains	kʌne
194624	apali	to-jump	guwragar-
191721	apali	name	imbi
195371	apali	to-scratch	tʉbl-
190645	apali	me	ya-
194509	apali	go	u-
193303	apali	drum	kɨmbuma
194363	apali	always	amri mɛmrimɛ
190661	apali	my	ya-
193948	apali	that	ʌnd
191012	apali	face	tʌmga
193555	apali	black	kupri
191657	apali	faeces	su
194380	apali	to-be	ɣun-
191738	apali	vulva	rʉgam
193854	apali	straight	sʉrbʉ
191026	apali	ear	gɨnsi
194364	apali	always	tukutuku
191754	apali	bird	ɣaβaŋ
194787	apali	to-bathe	abri sʉ-
191770	apali	wing	ambɨŋ
194444	apali	to-stand	yʌ:k-
190348	apali	all	andaŋgara
193961	apali	who	ani
191043	apali	eye	ramɨŋgaŋ
195114	apali	to-fill	dul-
191787	apali	tail	sutu
193574	apali	red	mʉndʉ
193319	apali	drum	kayaŋ
194640	apali	to-swell	ukr-
190677	apali	you	nama
194938	apali	tears	sɨkr-
191805	apali	egg	maŋgɨ
195402	apali	to-swallow	grəwar-
191806	apali	egg	sɨruŋ
194428	apali	to-stand	daŋguram-
191060	apali	nose	muŋga hul
194395	apali	to-sleep	ani-
191825	apali	cassowary	muiaŋ
193978	apali	what	atɨ
190492	apali	mother	yamdi
193689	apali	cold	bumri
191843	apali	chicken-tame	akʌkʌra
194194	apali	afterwards	kusi
191861	apali	chicken-wild	gʉniʌːguŋ
194491	apali	to-come	bɛ-
193337	apali	knife	puya
194720	apali	to-talk	amb-
193338	apali	knife	gɛndum
195354	apali	to-put	tam-
191076	apali	tongue	sɛːrbuŋ
194769	apali	to-hear	iŋgʌːkr-
191878	apali	dog	iŋam
193993	apali	where	ambʌni
191092	apali	saliva	simbiŋ
194868	apali	to-blow	mʌːkr-
191895	apali	tail	tam
195151	apali	to-fight	saŋgan dobab-
191896	apali	tail	dinsi
194143	apali	before	agasi
190705	apali	you-o2s	na
193838	apali	sharp	magʌm
191912	apali	male	muŋa
194689	apali	to-give	iŋgw-
191109	apali	tooth	tʌːni
195489	apali	to-cry	irk-
191928	apali	female	indubɛnɛ
194159	apali	tomorrow	amiri
191929	apali	female	agɛña
195216	apali	to-look	gʉnd-
190400	apali	old	gʌːndi
195453	apali	to-fasten	tʉm bugʌːk-
191125	apali	chin	agʌr
195436	apali	to-tie	mʌːŋgr-
191945	apali	fly-sp	mumʌl
193871	apali	crooked	warinda
191961	apali	fish	mumunaŋ
194008	apali	how-many	ambʌman
193357	apali	plate	kuna
195473	apali	to-call-out	ur-
191962	apali	fish	kɛːgra
194526	apali	to-go-up	iaɣu-
190721	apali	your-sg	na-
194474	apali	to-die	ɣɨm-
191141	apali	neck	suŋgu
195061	apali	to-roast	kr
191979	apali	crayfish	agʌsi
193594	apali	white	kʉki
191994	apali	louse	tɨmbra
190515	apali	sibling-same-sex-older	isaŋ
191157	apali	throat	pukun
191158	apali	throat	sigɛ
192026	apali	pig	sambaŋ
190740	apali	he-she	naŋga
191172	apali	nape	sʌːkum
192043	apali	meat	krʉtʉ
190741	apali	he-she	nʉmba
192059	apali	fat	sɨndaŋ
191189	apali	back	kru
193373	apali	pot	sinsi
192075	apali	crocodile	yame
192091	apali	flying-fox	kalabi
190332	apali	possessive-marker	-nt
190333	apali	possessive-marker	-unt
192108	apali	frog	suru
191208	apali	buttocks	kʉŋgum
191209	apali	buttocks	susum
192124	apali	rat	siwa
192140	apali	snake	ta:gu
192141	apali	snake	sanaŋgu
190537	apali	sibling-same-sex-younger	ima
191226	apali	arm	kumʌn
192159	apali	wallaby	yaːrum
190770	apali	him-her-it	nu-
192175	apali	tree-possum	kubusana
193389	apali	net-bag	paŋa
191243	apali	elbow	kʌŋgwanʌm
192189	apali	ground-possum	yasu
192202	apali	butterfly	afafaŋ
190424	apali	child	grɛmʉr
191259	apali	shoulder	mʌːtəŋ
192219	apali	banana	mʌn
192235	apali	betelnut	mɛnda
190788	apali	his	nu-
191275	apali	armpit	ɣunji
192252	apali	betelpepper	kʉndʉm
192268	apali	lime	si:ku
191291	apali	left-arm	kake
192285	apali	kunai	mʉnda
190804	apali	we	a-raŋ
193405	apali	loincloth	kʌːbrʉ
190556	apali	mouth	sʉmʉ mbusa
192303	apali	pandanus	tʉmbum
191307	apali	right-arm	sɨmi
192319	apali	sweet-potato	murumuruŋ
192336	apali	sugarcane	akru
193162	apali	arrow-pronged	kʌːkuŋ
190365	apali	man	ɣuraŋ
191322	apali	thumb	nuŋgantɨŋ
192352	apali	taro	tʌːsʉ
194173	atemble	day-after-tomorrow	anjire
193403	atemble	loincloth	jej
195487	atemble	to-cry	iriñe ka-
193355	atemble	plate	tɔr
194393	atemble	to-sleep	(andə)ganji-
190830	atemble	us	aruɣu
194885	atemble	to-break	kra-
190438	atemble	boy	ñəntom
195416	atemble	to-take	pi-
192430	atemble	coconut-palm	aŋɨm koim
194409	atemble	to-sit	kanj-
191369	atemble	thigh	kuam
195503	atemble	to-laugh	avriñi ora-
190570	atemble	sago	awaŋ
195199	atemble	to-shoot	imi-
192446	atemble	coconut	tɨ
194489	atemble	to-come	ay-
192462	atemble	coconut	anda
195181	atemble	to-throw	aprjuo-
191386	atemble	calf	gizᵊ
193946	atemble	that	kʌn
192477	atemble	tree	pan
193661	atemble	empty	arivrana
190846	atemble	our	arʉɣunt
194734	atemble	to-watch	igra-
192493	atemble	fruit	iña
193787	atemble	new	eja
192509	atemble	sap	tɨ ugu
195636	atemble	arrow-hooked	okrandᵉ
191404	atemble	knee	sɨgə
195653	atemble	lightning	akwʌkra-
192527	atemble	stump	kɨmʉn
195384	atemble	to-smell	pakŋamba-
192528	atemble	stump	aja
194006	atemble	how-many	prɛri
191421	atemble	belly	pɨkɨm
193687	atemble	cold	oratə
190862	atemble	you-pl	ambʉ
193755	atemble	many	ogran
192544	atemble	top	opan
194255	atemble	near	ikum
190589	atemble	sibling-opposite-sex-older	asaŋ
194507	atemble	go	wo-
192562	atemble	trunk	urum
193836	atemble	sharp	ja- (v)
191437	atemble	stomach	akaic
194289	atemble	quickly	arian
192580	atemble	root	trɨ
195561	atemble	to-think	zigi amba
190451	atemble	girl	amandomnt
195245	atemble	to-work	tugusu-
192597	atemble	short-piece-wood	pan tim
193916	atemble	to-be-hungry	ejandaka-
191452	atemble	breast	aman
195128	atemble	to-eat	nja-
190590	atemble	sibling-opposite-sex-older	acambandu
195266	atemble	to-sharpen	irowosu-
193177	atemble	spear-n	wajə
194816	atemble	to-bite	ija-
192611	atemble	cane	iwuntə
195005	atemble	to-bury	ujɛm-
193371	atemble	pot	embaiñain
195576	atemble	dream	ɛkwa kw-
191467	atemble	chest	amatr̃ə
195318	atemble	to-pull	ŋgipʉjʉ-
191468	atemble	chest	ariñe
195433	atemble	to-tie	akwarʉ-
192646	atemble	bamboo	wukɨp
194227	atemble	there	kumbɨgə
192965	atemble	cloud	aŋɪmbar
194021	atemble	morning	ikundə
192662	atemble	bean	apram
195400	atemble	to-swallow	jurorjuni-
193192	atemble	axe	utʌkis
194054	atemble	afternoon	nuan
191484	atemble	navel	ipirʉŋ
194240	atemble	in	oja
192681	atemble	vine	atant
195301	atemble	to-pour-out	amarʉ-
192680	atemble	vine	atugu
194800	atemble	to-wash	jiramb-
192697	atemble	shrub	pɨndom
195605	atemble	to-be-sick	munimuni mbu-
191501	atemble	blood	tɨ
194072	atemble	night	wugimundə
190905	atemble	your-pl	akurʉ
194953	atemble	to-chop	aka-
192713	atemble	fire	apɨr
194272	atemble	far	orataŋ
192714	atemble	fire	pai
193899	atemble	dry	wramuŋg-
191517	atemble	vein	atugu
194974	atemble	to-cut	ɛvoka-
192730	atemble	firelight	waf
194638	atemble	to-swell	ugra-
191336	atemble	fingernail	farᵊ
193803	atemble	old	muicə
192769	atemble	smoke	ku
195077	atemble	to-boil	imbu-
192980	atemble	fog	iku
194936	atemble	tears	usragɨ-
193012	atemble	stone	utɨ
195591	atemble	afraid	ma-
193031	atemble	star	tɨmbʌg
194524	atemble	to-go-up	akuɛrɛ-
192785	atemble	garden	warə
194472	atemble	to-die	mbu-
193048	atemble	sun	ɛnda
195520	atemble	singsing	manbaji ɛka-
193063	atemble	village	aijʌpr
193868	atemble	crooked	itɨgɨ-
190615	atemble	i	api
194378	atemble	to-be	ci-
193098	atemble	water	isain
193773	atemble	few	tɨm
192803	atemble	fence	pʉra
193819	atemble	ripe	kamua- tɨ-
193114	atemble	rain	anda
194192	atemble	afterwards	zagrᵊ
192413	atemble	tobacco	jokʌy
194991	atemble	fell-tree	aka-
193127	atemble	wind	guːgum
194457	atemble	cough	tuan kw-
193205	atemble	axe-iron	akəje
194305	atemble	slow	azanja
193218	atemble	bow	irwᵊ
195471	atemble	to-call-out	orɛŋg-
193234	atemble	bowstring	asʉn
193959	atemble	who	unja
192996	atemble	salt	utɨm
194426	atemble	to-stand	ɛndarindi-
191353	atemble	leg	ndasɨm
194849	atemble	to-carry	kagɨj-
193483	atemble	bad	kɨs
195319	atemble	to-pull	aurokipɨ-
192750	atemble	ashes	ituɣun
193976	atemble	what	ucɨ
192839	atemble	house	orʌm
194324	atemble	yes	ʌː
193269	atemble	skirt	ekatᵊ
195165	atemble	to-kill	imi-
191571	atemble	bone	gʉije
194106	atemble	yesterday	ambre
193301	atemble	drum	ukʉ
194687	atemble	to-give	ikw-
191557	atemble	heart	ambaña
193737	atemble	short	tɨm
190380	atemble	woman	aica
195654	atemble	lightning	ɛkarpi-
193317	atemble	drum	agʉndə
194121	atemble	day-before-yesterday	anjire
192397	atemble	yam	ma
193720	atemble	long	asakɨsə
192628	atemble	stick	pan iñə
193672	atemble	hot	vindᵊ
192856	atemble	moon	ajiaks
195078	atemble	to-boil	kra-
193335	atemble	knife	ɛndaŋfar
194865	atemble	to-blow	krez-
192380	atemble	yam	tuguk
194606	atemble	to-fly	vrag-
192365	atemble	singapore-taro	talopelau
195622	atemble	arrow-barred	aŋgɛm
191532	atemble	liver	amrutɨgə
194785	atemble	to-bathe	anda ji-
193285	atemble	g-string	zamʉn
195546	atemble	to-turn	ɛna majɨ-
193418	atemble	basket	gamʌmp
195057	atemble	to-roast	kra-
193433	atemble	one	waman
194833	atemble	to-carry	ama-
193449	atemble	two	otumʌr
193884	atemble	wet	anda
193499	atemble	dirty	mujuñə
194622	atemble	to-jump	okʌrw-
191588	atemble	skin	mužə
195023	atemble	to-plant	mi-
192875	atemble	mountain	apʌr
193644	atemble	full	tor- (v)
191589	atemble	skin	far
194919	atemble	to-split	ɛsakrɨ-
190949	atemble	them	na-
195058	atemble	to-roast	imbuiji-
190470	atemble	father	ŋgaw
195352	atemble	to-put	amba-
193465	atemble	good	arom
194539	atemble	to-go-down	ku-
192893	atemble	path	epasam
194569	atemble	to-walk	wo-
190922	atemble	they	anduɣuru
195112	atemble	to-fill	is-
192911	atemble	sea	utɨmanda
194442	atemble	to-stand	giag-
191606	atemble	to-sweat	upugu
194037	atemble	daybreak	wragici
192925	atemble	shore	apr̃
194361	atemble	always	ndugosan
190965	atemble	theirs	nɨ-ŋa-
195450	atemble	to-fasten	ampas
192941	atemble	sand	tinapr sakɨña
194703	atemble	to-talk	ya ka-
191622	atemble	sore-wound	usᵊ
195533	atemble	to-dance	man bajik-
192954	atemble	sky	rʌkʌ
195284	atemble	to-hold	kwaŋgʉ-
193518	atemble	big	ogra
195041	atemble	to-buy-sell-barter	ubra-
191638	atemble	hair	ndɨndə
194749	atemble	to-see	kw-
190346	atemble	all	ograna
194654	atemble	to-vomit	iŋgra-
191671	atemble	urine	vɛt
194672	atemble	thunder	aŋgambari vɛr-
190981	atemble	head	ɛksopɨgə
195096	atemble	to-burn	krɛzɨ-
190313	atemble	negation-marker	mV-
193932	atemble	this	nʌːn
190643	atemble	me	ya-
193991	atemble	where	ajo
191687	atemble	penis	kriñi
193703	atemble	heavy	umbuj-
190997	atemble	brains	vɛːgu
194140	atemble	before	ndugɔzan
191703	atemble	shadow	aɲʌ:n
194590	atemble	to-fall	kakr-
191719	atemble	name	epia
193852	atemble	straight	iriwr̃ə
191010	atemble	face	aŋgamam
194089	atemble	now	yin
191655	atemble	faeces	aka
194209	atemble	here	inak
190659	atemble	my	andu
195451	atemble	to-fasten	voga-
191544	atemble	lungs	pfʉnambi
194345	atemble	no-not	mʌːndə
191736	atemble	vulva	akam
194554	atemble	to-run	aŋgra-
191022	atemble	ear	-mʌkʌtər
194866	atemble	to-blow	asɨ-
193535	atemble	small	ograinjemʌk
194767	atemble	to-hear	asa-
191752	atemble	bird	apugɨndə
195148	atemble	to-fight	wɛru-
191768	atemble	wing	apuɣɨ
194920	atemble	to-split	uyikra-
190490	atemble	mother	ŋam
194902	atemble	to-dig	ujɛmu-
191041	atemble	eye	ambrʌmʉn
195369	atemble	to-scratch	us-
190398	atemble	old	mʉramʉŋ
195227	atemble	to-do-make	krɛ-
191785	atemble	tail	ŋgəs
194157	atemble	tomorrow	ambɨre
191784	atemble	tail	tʌm
195215	atemble	to-look	grɛsɨ-
190675	atemble	you	ambʉ
194325	atemble	yes	io
191803	atemble	egg	aku
195147	atemble	to-fight	pu-
191058	atemble	nose	ɛmbomʉn
195337	atemble	to-push	ujepiajw-
191823	atemble	cassowary	kurʌːgurʉ
194718	atemble	to-talk	ka-
191822	atemble	cassowary	oiam
191842	atemble	chicken-tame	ikikar
193552	atemble	black	upɨr
191074	atemble	tongue	njigoːñe
191859	atemble	chicken-wild	zoij
191876	atemble	dog	egam
191090	atemble	saliva	ɛpañe
191892	atemble	tail	tʌm
191893	atemble	tail	ŋgas
190703	atemble	you-o2s	da-
191106	atemble	tooth	atʌrᵉ
191910	atemble	male	ɔsa
191926	atemble	female	muŋay
191943	atemble	fly-sp	ɛtuguarum
191123	atemble	chin	akunagun
190513	atemble	sibling-same-sex-older	asaŋ
193571	atemble	red	tɨ
191959	atemble	fish	jau
190719	atemble	your-sg	aɣru
193081	atemble	forest	ata
191139	atemble	neck	akutrə
191976	atemble	crayfish	vrʉndə
191977	atemble	crayfish	ŋɨn
191992	atemble	louse	eman
191154	atemble	throat	entaŋeñe
191155	atemble	throat	erugwambɨn
192009	atemble	mosquito	tɨgam
193097	atemble	water	anda
192024	atemble	pig	mbɔr
190737	atemble	he-she	naŋgᵉ
192041	atemble	meat	siu
191170	atemble	nape	kum
190738	atemble	he-she	nəp
192057	atemble	fat	epʌr
191186	atemble	back	mʌːt
192073	atemble	crocodile	cu
193591	atemble	white	okʌm
191187	atemble	back	mapugə
192089	atemble	flying-fox	urʉndə
192105	atemble	frog	u:kis
192106	atemble	frog	aŋgramʌm
191206	atemble	buttocks	akɔt
192821	atemble	ground	wis
190421	atemble	child	soy
192122	atemble	rat	priŋgri
192138	atemble	snake	ukri
191224	atemble	arm	ŋañe ifrɨŋgɨn
190535	atemble	sibling-same-sex-younger	ñam
192157	atemble	wallaby	panpugʉndə
190768	atemble	him-her-it	na-
193606	atemble	yellow	ñiɛs
193144	atemble	arrow	kurig
190363	atemble	man	kuram
192173	atemble	tree-possum	mbɔrom bɛnd
191241	atemble	elbow	sʉgʉ
192187	atemble	ground-possum	kurʌgrʉ
192186	atemble	ground-possum	boriur
192200	atemble	butterfly	apopʌ:ə
191257	atemble	shoulder	gurʉgʉ
192217	atemble	banana	mogrʉ
193617	atemble	green	uin
193387	atemble	net-bag	aŋan
190786	atemble	his	krʉ
192233	atemble	betelnut	aɣuas
191273	atemble	armpit	usɨgumbuye
192249	atemble	betelpepper	uraŋgɨn
192250	atemble	betelpepper	tumɨn
192266	atemble	lime	ikə
191289	atemble	left-arm	owejɨndə
193628	atemble	cooked	vavə
192283	atemble	kunai	tʌ
192299	atemble	pandanus	opombo
192300	atemble	pandanus	ukrɛrɨm
190802	atemble	we	aruɣu
191305	atemble	right-arm	muŋɪndə
190554	atemble	mouth	ikumɨn
192317	atemble	sweet-potato	atugɛmaŋ
193160	atemble	arrow-pronged	pokoms
192334	atemble	sugarcane	ga
191320	atemble	thumb	jʌː
192350	atemble	taro	osa
195219	biyom	to-look	wasi-
191359	biyom	leg	-uwʌka
194577	biyom	to-walk	ka-
192420	biyom	tobacco	utu
194514	biyom	go	ka-
190836	biyom	us	sV-(n)-
194960	biyom	to-chop	wanduku-
192436	biyom	coconut-palm	mɛkɛni
195582	biyom	dream	maŋgi u-
191374	biyom	thigh	-unduwa
193825	biyom	ripe	nunum
190577	biyom	sago	sʌvi
193842	biyom	sharp	komañ-
193150	biyom	arrow	ai
194179	biyom	day-after-tomorrow	kɔsɛm
191392	biyom	calf	-nono
193965	biyom	who	wɛni
192483	biyom	tree	tamo
195510	biyom	to-laugh	kir-
191393	biyom	calf	-tʰʌβum
193982	biyom	what	wamiam
190852	biyom	our	si-
195422	biyom	to-take	t-
192499	biyom	fruit	tui
194755	biyom	to-see	u-
192515	biyom	sap	nuʌine
195405	biyom	to-swallow	enisi-
191410	biyom	knee	-hosianai
195155	biyom	to-fight	wɛsit-
190444	biyom	boy	nono mbakurio
194095	biyom	now	ikimaŋgi
192534	biyom	stump	su
195535	biyom	to-dance	soso evi-
192550	biyom	top	otuʌsi
194660	biyom	to-vomit	kau-
191427	biyom	belly	-su -nuasu
195205	biyom	to-shoot	ow-
190868	biyom	you-pl	si
194596	biyom	to-fall	nɛmbi-
192568	biyom	trunk	kokisi
195567	biyom	to-think	ese min-
191442	biyom	stomach	-okomonde
195477	biyom	to-call-out	ur-
190339	biyom	possessive-marker	-wi
195254	biyom	to-work	ko-
192587	biyom	root	nikini
194941	biyom	tears	tose-
192601	biyom	short-piece-wood	nutuwu
194909	biyom	to-dig	ku-
190880	biyom	your-pl	ti-
195274	biyom	to-sharpen	isaru-
193439	biyom	one	gamua
194043	biyom	daybreak	avua
191456	biyom	breast	ami
195232	biyom	to-do-make	kit-
193665	biyom	empty	kwɛaŋga
194478	biyom	to-die	kum-
191342	biyom	fingernail	iso
195440	biyom	to-tie	boŋgun-
194806	biyom	to-wash	akiñi
194147	biyom	before	nikisɛm
190597	biyom	sibling-opposite-sex-older	-nau
194447	biyom	to-stand	fititi-
192634	biyom	stick	aŋge
193905	biyom	dry	fitʌrʌ
193183	biyom	spear-n	dua
195596	biyom	afraid	kuŋgu u-
192652	biyom	bamboo	wasawu
194791	biyom	to-bathe	akiñ-
193611	biyom	yellow	komuliaŋgo
194245	biyom	in	kisi
190598	biyom	sibling-opposite-sex-older	uʌm
194559	biyom	to-run	favi-
190895	biyom	you-pl-o2p	ti-
194399	biyom	to-sleep	akin
192668	biyom	bean	fuŋga
195013	biyom	to-bury	amu-
193424	biyom	basket	wai
194232	biyom	there	mʌːri
192970	biyom	cloud	kuvom
194199	biyom	afterwards	kwi
193677	biyom	hot	oŋgoa
194462	biyom	cough	daw ta-
191490	biyom	navel	tui
194060	biyom	afternoon	kokia
192688	biyom	vine	bane
194385	biyom	to-be	min-
190457	biyom	girl	wai mbakurio
194839	biyom	to-carry	-nawati-
193198	biyom	axe	komboro manɛ
194295	biyom	quickly	buvʌ
192703	biyom	shrub	bunutu
194855	biyom	to-carry	osu-
191507	biyom	blood	ki
195307	biyom	to-pour-out	ombror-
192720	biyom	fire	oŋgʌti
195493	biyom	to-cry	mey-
190911	biyom	your-pl	si-
194995	biyom	fell-tree	wanduku-
192736	biyom	firelight	mina
194127	biyom	day-before-yesterday	kɔsɛm
192370	biyom	singapore-taro	mɛtru
195612	biyom	to-be-sick	jisa tɛ-
193209	biyom	axe-iron	manɛ mɛnue
195642	biyom	arrow-hooked	ai
192986	biyom	fog	kuβom
195327	biyom	to-pull	oʌgʌr-
192776	biyom	smoke	butu
195342	biyom	to-push	otu-
193087	biyom	forest	bautʌkisi
194529	biyom	to-go-up	maiva ka-
190928	biyom	they	ni
195065	biyom	to-roast	wi-
190820	biyom	our	sV-(n)-
194334	biyom	yes	ɔː
193166	biyom	arrow-pronged	ai
195358	biyom	to-put	ɛvi-
190621	biyom	i	ya
194496	biyom	to-come	wa-
191562	biyom	heart	okomɛndɛ tui
195030	biyom	to-plant	teβu-
193541	biyom	small	imbaŋiŋgi
194011	biyom	how-many	garim
193224	biyom	bow	yɛti
195187	biyom	to-throw	utu-
192827	biyom	ground	sʌnoko
194693	biyom	to-give	-tu-
193241	biyom	bowstring	musu
193936	biyom	this	kine
193693	biyom	cold	fitaŋga
194278	biyom	far	kwʌsi
193257	biyom	comb	timaŋgu
195374	biyom	to-scratch	fas-
193002	biyom	salt	sei
194739	biyom	to-watch	u-
193275	biyom	skirt	ɛkɛ
194078	biyom	night	tukua
193291	biyom	g-string	towɛ
194644	biyom	to-swell	tɛβu-
192845	biyom	house	wata
195118	biyom	to-fill	kwiña-
191577	biyom	bone	isi
195047	biyom	to-buy-sell-barter	iti tovi-
193307	biyom	drum	tmauno
195102	biyom	to-burn	wi-
192619	biyom	cane	mutuʔ
194677	biyom	thunder	tɛndugu-
193343	biyom	knife	komazu
194351	biyom	no-not	kwɛa
192757	biyom	ashes	nu
195456	biyom	to-fasten	wati-
193489	biyom	bad	imba
194544	biyom	to-go-down	nɛmbi ka-
193506	biyom	dirty	bititim
194873	biyom	to-blow	fu-
193133	biyom	wind	ʌkua
194027	biyom	morning	kousama
191578	biyom	bone	inasi
194214	biyom	here	kendi
190939	biyom	their	nV-(n)-
195290	biyom	to-hold	temin-
193054	biyom	sun	yeɛnimo
194892	biyom	to-break	tenduku-
192403	biyom	yam	maŋgrʌi
194261	biyom	near	tondoma
190369	biyom	man	kɔnda
195134	biyom	to-eat	na-
190338	biyom	possessive-marker	-mbi
194628	biyom	to-jump	iti-
193709	biyom	heavy	kuma
193858	biyom	straight	nduŋuna
192386	biyom	yam	yanu
194708	biyom	to-talk	asi-
193071	biyom	village	uːʌ
194311	biyom	slow	dɛmdɛm
193455	biyom	two	awi
194611	biyom	to-fly	nuavut-
193560	biyom	black	tuku
195255	biyom	to-work	ɛ-
