ID	DOCULECT	CONCEPT	COUNTERPART
121471	silopi	sore-wound	ta:n
125448	silopi	hot	kwakwaʔa
127045	silopi	to-die	nam-
125447	silopi	hot	imʌːg
125703	silopi	old	teun
126474	silopi	afterwards	koi
119955	silopi	you-pl	eg
121505	silopi	hair	urug
122231	silopi	mosquito	ipi
122452	silopi	rat	barum
124714	silopi	skirt	kogur
121569	silopi	urine	deip
125952	silopi	to-be-hungry	enu-
124084	silopi	cloud	katutu
124956	silopi	loincloth	tibur kara
120018	silopi	we-dual	il
118669	silopi	possessive-marker	kwi-
122354	silopi	crocodile	wagʌː
122131	silopi	fish	kalʌ:r
125203	silopi	small	nʌːnag
121603	silopi	penis	owe-
124275	silopi	village	oup
118993	silopi	child	nʌ
124083	silopi	cloud	i:hu
123892	silopi	mountain	ʔiː
122854	silopi	sugar	sa
126797	silopi	always	ɛwɛb
120078	silopi	us-two	-(t)ɛt-
121539	silopi	faeces	si:
121634	silopi	shadow	isoso-
123190	silopi	fruit	aug
123530	silopi	vine	muri
119637	silopi	your-sg	-un
121667	silopi	name	wani-
122607	silopi	butterfly	tiwalip
127078	silopi	to-come	sin-
120108	silopi	you-dual	ɛb
125481	silopi	cold	uhʌgum
119986	silopi	your-pl	-nagar
123562	silopi	tanket	pahum
120362	silopi	mouth	owe-
121698	silopi	vulva	fu-
123926	silopi	path	ebin
123733	silopi	garden	anub
125794	silopi	straight	orovʌk
122481	silopi	snake	su
126510	silopi	here	nɛ(tu)
119025	silopi	boy	danʌn kʌir
125734	silopi	ripe	epʌr
126254	silopi	night	tupʌna
122793	silopi	pandanus	ɔror
121728	silopi	bird	ay
125985	silopi	this	nɛtu
120169	silopi	you-pl-dual-o2p	-(t)at-
122638	silopi	banana	mug
121758	silopi	wing	aru
123732	silopi	garden	pair
120047	silopi	our-dual	-yɛt
121788	silopi	tail	sinulug
121789	silopi	tail	sin
123377	silopi	short-piece-wood	tuː
124744	silopi	g-string	pa:m
120210	silopi	head	tewu
121818	silopi	tail	sin-ulug
120211	silopi	head	iro-
125510	silopi	heavy	unʌː
124981	silopi	basket	kalɛg
119057	silopi	girl	mɛha mʌgun
121845	silopi	egg	munʌ:n
123041	silopi	sago	amag
123734	silopi	garden	pʌir
126829	silopi	to-be	ra-
121875	silopi	cassowary	iwʌr
121876	silopi	cassowary	iwʌr
124114	silopi	fog	furip
118667	silopi	possessive-marker	pi-
120243	silopi	brains	mugi
126012	silopi	that	ɛtu
124534	silopi	fish-spear	davoug
124311	silopi	forest	seig
121906	silopi	chicken-tame	mɛru
125763	silopi	sharp	auk
119178	silopi	them	-(r)ar-
119790	silopi	his	-ga
126544	silopi	there	deir
121946	silopi	chicken-wild	arʌː
118634	silopi	negation-marker	-ay
119242	silopi	their	-nagar
118635	silopi	negation-marker	-ag
118636	silopi	negation-marker	-an
119144	silopi	mother	aweke
126287	silopi	now	ke
121978	silopi	dog	wʌy
124773	silopi	drum	eu
119095	silopi	father	menu-
120302	silopi	ear	dahu-
119096	silopi	father	taita
122007	silopi	tail	po:n
125270	silopi	red	tiːtɛk
122889	silopi	taro	ma
123219	silopi	sap	titin
122036	silopi	male	koh
122322	silopi	fat	nagu
120331	silopi	eye	amu-
120273	silopi	face-forehead	urɛ-
123764	silopi	fence	ʌ:r
125009	silopi	one	ozɛgɛn
124344	silopi	water	de
126864	silopi	to-sleep	nog-
122097	silopi	fly-sp	painda
122759	silopi	kunai	imɛr
122192	silopi	louse	mi
123011	silopi	tobacco	kas
123957	silopi	sea	siman
122066	silopi	female	anʌg
124624	silopi	bow	dein
125240	silopi	black	kʌ:tutu
126040	silopi	who	ven
124565	silopi	axe	tou
126575	silopi	in	ovɛg
126894	silopi	to-sit	atira-
126924	silopi	to-stand	irɛra-
126954	silopi	yellow	asinʌg
127111	silopi	go	ugu-
127141	silopi	to-go-up	t-
124803	silopi	drum	giram
122512	silopi	wallaby	ɔndo
127171	silopi	to-go-down	n-
125301	silopi	white	iʌːg
122293	silopi	meat	uhun
123592	silopi	fire	enʌp
120392	silopi	nose	nome-
125039	silopi	two	beretek
123250	silopi	stump	tawa:g
125539	silopi	long	duru:g
122668	silopi	betelnut	fa
122919	silopi	singapore-taro	namɛla
120518	silopi	chin	age-
126069	silopi	what	ʌri
119209	silopi	they	(esa)
123795	silopi	ground	ʔeβ
123987	silopi	shore	urug
120549	silopi	neck	fa- ar
125825	silopi	crooked	eyom
119266	silopi	sibling-same-sex-older	on-
120579	silopi	throat	fa- korkor
123099	silopi	coconut	moup
124594	silopi	axe-iron	sapor
124835	silopi	knife	ina
126349	silopi	day-before-yesterday	dou
120609	silopi	nape	duali
122163	silopi	crayfish	demʌ:r
124373	silopi	rain	va
119291	silopi	sibling-same-sex-older	ow-
119492	silopi	my	-i
125572	silopi	short	tutapʌ:g
127200	silopi	to-run	tar-
118724	silopi	lightning	ɛb aru-
126606	silopi	near	turi
120644	silopi	back	uru-
124177	silopi	stone	ʔi
128962	utu	to-turn	pɛror-
127079	utu	to-come	sin-
128192	utu	to-boil	mon-
126895	utu	to-sit	ati-
127765	utu	to-carry	ʔi-
123437	utu	stick	ɛn tuta
128728	utu	to-take	aw-
123765	utu	fence	ɛ:p
128757	utu	to-fasten	papor̃-
120679	utu	buttocks	se
128130	utu	to-buy-sell-barter	baim-
122419	utu	frog	oga
127524	utu	to-watch	ok-
123131	utu	coconut	pariku
127890	utu	to-dig	ar-
119328	utu	sibling-same-sex-younger	omu-
128875	utu	to-laugh	im-
120711	utu	arm	zevu
129139	utu	arrow-hooked	mogʌr
126101	utu	where	ori
129020	utu	dream	vav
122699	utu	betelpepper	our
128553	utu	to-pull	dato-
122794	utu	pandanus	oror
127664	utu	to-wash	ze za
120743	utu	elbow	gusisi
127858	utu	to-break	pataro-
118754	utu	to-look	av-
128929	utu	singsing	avi vɛr-
119360	utu	sibling-opposite-sex-older	apa-
128611	utu	to-put	mo-
119361	utu	sibling-opposite-sex-older	totu-
127562	utu	to-see	avɛ-
126925	utu	to-stand	aiz-
128699	utu	to-swallow	wag-
120140	utu	your-pl-dual	-navat
128283	utu	to-eat	zaun-
126641	utu	far	ɛpmɛ
128253	utu	to-fill	vet
120774	utu	shoulder	uze-
128581	utu	to-push	amɛno-
125079	utu	good	borup
127702	utu	to-bite	ɛm-
120805	utu	armpit	sio-
127764	utu	to-carry	koki-
123286	utu	tree-top	go:k
127981	utu	to-cut	tug-
125357	utu	cooked	ʔɛ-
121540	utu	faeces	si
126318	utu	yesterday	tu
128011	utu	to-chop	ʔo-
120834	utu	left-arm	namba
128346	utu	to-kill	kwo-
126380	utu	before	waru
128639	utu	to-scratch	pag-
124625	utu	bow	že:in
128074	utu	to-bury	fom-
125855	utu	wet	zɛːn
128523	utu	to-pour-out	fura-
125607	utu	many	kwait
128786	utu	to-tie	tat
123826	utu	house	za
128315	utu	to-fight	mami-
119407	utu	sibling-opposite-sex-younger	mʌgu-
127599	utu	to-hear	do
122547	utu	tree-possum	dama
129110	utu	arrow-barred	par
120865	utu	right-arm	dupa
128815	utu	to-call-out	v-
118782	utu	they-dual	ɛra
128435	utu	to-do-make	an-
124865	utu	plate	tavir
128465	utu	to-sharpen	fas-
126132	utu	how-many	alipok
127857	utu	to-break	paunag-
122548	utu	tree-possum	yagi
128044	utu	fell-tree	ʔo-
120893	utu	thumb	mipanup
128845	utu	to-cry	kwa-
119437	utu	i	sɛk
128899	utu	to-dance	avi ra-
120922	utu	fingernail	ʔpoasin
128405	utu	to-shoot	kwo-
122132	utu	fish	ɛnuk
128991	utu	to-think	da m-
126161	utu	morning	pirʌri
128670	utu	to-smell	uf-
126955	utu	yellow	asinʌg
129049	utu	afraid	wato
122951	utu	yam	kakʌr
128101	utu	plant	eh
120952	utu	leg	fa-
127950	utu	tears	pasir-
124213	utu	star	fasir
128377	utu	to-throw	er-
126671	utu	quickly	isɛ
128223	utu	to-burn	matar-
124016	utu	sand	mai
128193	utu	to-boil	yars-
119528	utu	me	-zer-
128160	utu	to-roast	ɛma-
122263	utu	pig	bo
127731	utu	to-carry	oriʔi-
118842	utu	them-dual	-(ɛt)at-
127630	utu	to-bathe	ze za-
120985	utu	thigh	gomu-
129079	utu	to-be-sick	vere ma
125112	utu	bad	na:
127826	utu	to-blow	omat-
122133	utu	fish	gar̃ʌr̃
127796	utu	to-blow	omat-
119897	utu	our	-izɛk
128494	utu	to-hold	at-
124654	utu	bowstring	o:r
127921	utu	to-split	patɛtar-
121016	utu	calf	usi-
128961	utu	to-turn	pavas-
126411	utu	tomorrow	i:r
121047	utu	knee	gete-
119563	utu	you-o2s	-es-
123668	utu	ashes	maup
125636	utu	few	osagosag
124434	utu	arrow	kwʌrʔ
121075	utu	belly	o-
125389	utu	full	ambzo-
123470	utu	bamboo	ar
123667	utu	ashes	iʌg
124435	utu	arrow	avo
123666	utu	ashes	pa:b
125888	utu	dry	arara(wa)
118872	utu	thunder	ɛp o-
119592	utu	you	nek
121107	utu	guts	si-
122387	utu	flying-fox	meren
126985	utu	to-stand	aiz-
122826	utu	sweet-potato	kuːvia
123315	utu	trunk	mu:
124897	utu	pan	abɔr
126701	utu	slow	moya
119243	utu	their	-nagar
121139	utu	breast	awa
125142	utu	dirty	dusin
121168	utu	chest	gɛma-
119672	utu	him-her-it	-r-
124685	utu	comb	aːgin
122577	utu	ground-possum	ganim
127294	utu	to-fly	ug-
126735	utu	yes	žo
123700	utu	smoke	mupa
118668	utu	possessive-marker	pi-
121198	utu	navel	yu-
123858	utu	moon	nava
118902	utu	man	dana
121229	utu	blood	ti
126441	utu	day-after-tomorrow	sipok
125418	utu	empty	tonogu-
124044	utu	sky	fulip
118811	utu	their-dual	-navat
122981	utu	yam	ʔo
121259	utu	vein	zi:ri
119718	utu	he-she	nuk
120488	utu	tooth	au-
123160	utu	tree	ɛn
126189	utu	daybreak	ɛvirum
124245	utu	sun	us
121286	utu	liver	gemu-
125670	utu	new	ezog
124468	utu	arrow-pronged	par
121314	utu	lungs	uru- aug
124467	utu	arrow-pronged	agur
127017	utu	cough	der-
120423	utu	tongue	nimʌ:ru-
119834	utu	us	-zeg-
125173	utu	big	nɛna
125925	utu	work-n	pair aw-
118932	utu	woman	meha
123501	utu	bean	fua
121365	utu	bone	epe-
119796	utu	his	-0̸
119867	utu	we	ik
127328	utu	to-jump	aŋgosin-
124927	utu	net-bag	zo
123344	utu	root	si:k
121405	utu	skin	gara
121406	utu	skin	fe-
122731	utu	lime	su:n
126221	utu	afternoon	tohu
122355	utu	crocodile	wa:ga
121441	utu	to-sweat	eri
119927	utu	you-pl-o2p	-(er)ar-
122232	utu	mosquito	ipi
126767	utu	no-not	kwituk
125449	utu	hot	imʌːg
126766	utu	no-not	pi
118963	utu	old	mɛhur
118670	utu	possessive-marker	kwi-
121472	utu	sore-wound	ta:n
122453	utu	rat	parum
126475	utu	afterwards	arɛ
124715	utu	skirt	naːp
119956	utu	you-pl	ek
127046	utu	to-die	nam-
121506	utu	hair	urug
125704	utu	old	ɛgɛrmʌla
120048	utu	our-dual	-izɛt
125953	utu	to-be-hungry	enug po-
121570	utu	urine	xeip
121571	utu	urine	zeip
123012	utu	tobacco	kas
127357	utu	to-swell	iwir-
119987	utu	your-pl	-nagar
124276	utu	village	oup
120019	utu	we-dual	i:
126798	utu	always	gitu
124501	utu	spear-n	fon
125204	utu	small	nanʌk
121604	utu	penis	ove-
123191	utu	fruit	auk
118994	utu	child	nʌ
123893	utu	mountain	iː
122855	utu	sugar	sa
123894	utu	mountain	ɛrɛrum
120079	utu	us-two	-zɛt-
124085	utu	cloud	ewam
122608	utu	butterfly	bivorip
121635	utu	shadow	do-
124957	utu	loincloth	tiwur gara
122760	utu	kunai	imɛr
123531	utu	vine	muri
119794	utu	his	-ag
121668	utu	name	vani-
119638	utu	your-sg	-(u)n
120109	utu	you-dual	ɛv
126255	utu	night	evosom
125735	utu	ripe	epʌr
122193	utu	louse	mi
121699	utu	vulva	fu-
125511	utu	heavy	una
127387	utu	to-vomit	pʰa-
125986	utu	this	nɛ
119026	utu	boy	danʌn porup
121729	utu	bird	a:y
120456	utu	saliva	ozen
120170	utu	you-pl-dual-o2p	-(ɛt)at-
123378	utu	short-piece-wood	tu
121759	utu	wing	a:ru
125482	utu	cold	ufʌg
122639	utu	banana	mug
121790	utu	tail	sipuk- uruk
124745	utu	g-string	ba:m
121819	utu	tail	uruk
120212	utu	head	tewu-
124115	utu	fog	fur
119179	utu	them	-(er)ar-
123735	utu	garden	pair
121846	utu	egg	muna:n
123042	utu	sago	amak
119058	utu	girl	meha magun
126830	utu	to-be	da-
121877	utu	cassowary	iwar
125764	utu	sharp	aug
120244	utu	brains	mogop
124312	utu	forest	sɛik
120363	utu	mouth	ove-
125241	utu	black	maup
124535	utu	fish-spear	fon
121907	utu	chicken-tame	mɛru
126013	utu	that	unɛ
126511	utu	here	nɛ
120274	utu	face-forehead	urɛ-
124345	utu	water	ze
126546	utu	there	nɛndaum
126545	utu	there	undaum
118637	utu	negation-marker	-a
124774	utu	drum	eu
121979	utu	dog	pay
122482	utu	snake	su
123927	utu	path	irimen
126288	utu	now	ge
123563	utu	tanket	pahum
124566	utu	axe	matou
120393	utu	nose	nome-
119145	utu	mother	nu-
119146	utu	mother	awa
120303	utu	ear	dau-
119097	utu	father	memu-
122008	utu	tail	bo:n
119098	utu	father	aya
122890	utu	taro	ma
119793	utu	his	-k
122323	utu	fat	nagu
127142	utu	to-go-up	t-
122037	utu	male	gon
125271	utu	red	ɛpʌr
127112	utu	go	ug-
123220	utu	sap	tihu
120332	utu	eye	amu-
125540	utu	long	duru:g
122067	utu	female	anʌg
119494	utu	my	-0̸
126865	utu	to-sleep	nog-
122098	utu	fly-sp	painda
123071	utu	coconut-palm	isu
125010	utu	one	oisak
121947	utu	chicken-wild	aza
126041	utu	who	veni
123408	utu	cane	ivʌ:r
119795	utu	his	-n
124404	utu	wind	oza
127172	utu	to-go-down	n-
127201	utu	to-run	dar-
127230	utu	to-walk	ug-
127264	utu	to-fall	ohar-
127429	utu	to-give	nɛ-
127463	utu	to-talk	an-
127464	utu	to-talk	m-
123958	utu	sea	siman
123988	utu	shore	bahur
125302	utu	white	iʌːg
125040	utu	two	bretek
124804	utu	drum	girom
123593	utu	fire	enʌp
122513	utu	wallaby	onda
122294	utu	meat	un
122669	utu	betelnut	fa
123251	utu	stump	tawa:k
125795	utu	straight	fɛfɛral
120519	utu	chin	age-
122920	utu	singapore-taro	ma namira
126070	utu	what	ari
122164	utu	crayfish	zemʌr
119210	utu	they	(esa)
118697	utu	all	itɛ
126350	utu	day-before-yesterday	zou
120550	utu	neck	fa- ar
125826	utu	crooked	ɛpinup
126607	utu	near	turi
124596	utu	axe-iron	tou
124147	utu	salt	u:
124595	utu	axe-iron	sapor
120580	utu	throat	fa- ʌr
123100	utu	coconut	maup
125573	utu	short	omʌtu
119493	utu	my	-i
127494	utu	to-talk	a- + give
124837	utu	knife	wambon
120610	utu	nape	doʌri
125328	utu	green	ɛzok
124374	utu	rain	va
126576	utu	in	rip
119292	utu	sibling-same-sex-older	ou-
119293	utu	sibling-same-sex-older	oinʌka
123796	utu	ground	ep
124836	utu	knife	ina
118725	utu	lightning	ep bir
120645	utu	back	sume-
123620	utu	firelight	aruto
120646	utu	back	ehu-
124178	utu	stone	i:
129143	wagi	arrow-hooked	kargʌt
127207	wagi	to-run	guko ant-
128936	wagi	singsing	kasi r-
120654	wagi	back	gumi-
127833	wagi	to-blow	yal-
122140	wagi	fish	dɔ:r
128500	wagi	to-hold	ora-
118731	wagi	lightning	ampir w-
128852	wagi	to-cry	kwan-
125613	wagi	many	kurum
128968	wagi	to-turn	buli-
119809	wagi	his	-(V)g
127927	wagi	to-split	biɛbiɛb n-
126931	wagi	to-stand	sir
128229	wagi	to-burn	man-
120685	wagi	buttocks	bi
128050	wagi	fell-tree	kwa-
123677	wagi	ashes	usur
129026	wagi	dream	tul ni-
119335	wagi	sibling-same-sex-younger	kama-
127897	wagi	to-dig	fu-
126356	wagi	day-before-yesterday	irɛ
121545	wagi	faeces	bi
120717	wagi	arm	ewe-
128763	wagi	to-fasten	bag-
126109	wagi	where	arʌn
128906	wagi	to-dance	denis m-
122301	wagi	meat	tæf
128289	wagi	to-eat	le-
120147	wagi	your-pl-dual	-las
128705	wagi	to-swallow	unub-
126108	wagi	where	arewa
128645	wagi	to-scratch	pʌgʌl-
124843	wagi	knife	barin
128617	wagi	to-put	m-
125583	wagi	short	kutuf
128019	wagi	to-chop	kubil-
126901	wagi	to-sit	di-
128136	wagi	to-buy-sell-barter	irar m-
120750	wagi	elbow	sukune-
128734	wagi	to-take	w-
127530	wagi	to-watch	amin-
128587	wagi	to-push	dutun-
118676	wagi	possessive-marker	pi-
128442	wagi	to-do-make	sɛ-
119367	wagi	sibling-opposite-sex-older	apʌ-
128822	wagi	to-call-out	uru-
118760	wagi	to-look	mʌri-
128108	wagi	to-plant	gef
123993	wagi	shore	ɛran
127956	wagi	tears	pʌrir-
126647	wagi	far	unʌ
128882	wagi	to-laugh	im-
120782	wagi	shoulder	gubʌ-
128530	wagi	to-pour-out	gogol-
123443	wagi	stick	sokɛt
128080	wagi	to-bury	fufum-
120811	wagi	armpit	givri-
128200	wagi	to-boil	fʌri-
124631	wagi	bow	lesen
128383	wagi	to-throw	taur-
120840	wagi	left-arm	naneti
128322	wagi	to-fight	s-
127236	wagi	to-walk	wei-
128166	wagi	to-roast	man-
122804	wagi	pandanus	mui
128411	wagi	to-shoot	timal-
122141	wagi	fish	kakɛ
127896	wagi	to-dig	w-
122898	wagi	taro	ma
127865	wagi	to-break	bi-
124411	wagi	wind	uias
129085	wagi	to-be-sick	ware m
119413	wagi	sibling-opposite-sex-younger	apa-
128792	wagi	to-tie	tior-
123292	wagi	tree-top	gog
128676	wagi	to-smell	kulig m-
120871	wagi	right-arm	kɛnʌri
127987	wagi	to-cut	kubil-
119414	wagi	sibling-opposite-sex-younger	kɛwina-
129116	wagi	arrow-barred	sigum
122805	wagi	pandanus	kodʌr
128259	wagi	to-fill	gogɛr-
125363	wagi	cooked	ar-
128559	wagi	to-pull	bɛru-
124872	wagi	plate	tʌvir
128471	wagi	to-sharpen	met-
118787	wagi	they-dual	uni ʌrit
128997	wagi	to-think	dahu m-
126387	wagi	before	algu
128354	wagi	to-kill	p-
120899	wagi	thumb	tʌnig
129055	wagi	afraid	far-
122429	wagi	frog	kɔ:g
122393	wagi	flying-fox	meræf
123676	wagi	ashes	amʌr
120928	wagi	fingernail	godɛf
119443	wagi	i	da
126961	wagi	yellow	lʌnlʌn
119503	wagi	my	-l
126138	wagi	how-many	gʌne
122269	wagi	pig	bo
120959	wagi	leg	fe(i)
126677	wagi	quickly	ofɛr
122555	wagi	tree-possum	dame
127570	wagi	to-see	pɛ-
123833	wagi	house	lo
124219	wagi	star	sorwɛ
119534	wagi	me	-il-
120992	wagi	thigh	turi
122705	wagi	betelpepper	kaur
122957	wagi	yam	dawær
125120	wagi	bad	nau
118848	wagi	them-dual	-(t)at-
120369	wagi	mouth	korɛ-
121023	wagi	calf	matfu-
119904	wagi	our	-nig
123137	wagi	coconut	tauf
119996	wagi	your-pl	-lag
124023	wagi	sand	æ:si
124903	wagi	pan	sine wa
121052	wagi	knee	gate-
119569	wagi	you-o2s	-ir-
123321	wagi	trunk	um
125395	wagi	full	am bɛ-
121081	wagi	belly	o-
127271	wagi	to-fall	bi-
126167	wagi	morning	furua
124661	wagi	bowstring	ko:r
125641	wagi	few	laus
126417	wagi	tomorrow	kerɛb
125148	wagi	dirty	dufrifi
126991	wagi	to-stand	as-
121113	wagi	guts	bi-
119598	wagi	you	na
125894	wagi	dry	meir-
118879	wagi	thunder	sagʌr pi-
120429	wagi	tongue	lemru-
124440	wagi	arrow	auk
120494	wagi	tooth	e(i)-
123480	wagi	bamboo	karu:g
127606	wagi	to-hear	du
121145	wagi	breast	auma
126708	wagi	slow	sinanʌf
124050	wagi	sky	sʌᵬ
121174	wagi	chest	damko-
119678	wagi	him-her-it	-ur-
121205	wagi	navel	sivr̃i-
118818	wagi	their-dual	-las
121235	wagi	blood	kar̃ʌ-
122987	wagi	yam	ka
118908	wagi	man	danʌf
127300	wagi	to-fly	tal-
121265	wagi	vein	diri-
125424	wagi	empty	tʌgu
119724	wagi	he-she	nug
122832	wagi	sweet-potato	duræka
123864	wagi	moon	kalʌm
121292	wagi	liver	kuru- gagrag
127023	wagi	cough	daur-
126195	wagi	daybreak	kogowarʌk
126196	wagi	daybreak	kogowar
121320	wagi	lungs	kuru- kawa
126448	wagi	day-after-tomorrow	ɛrul
119842	wagi	us	-ig-
124474	wagi	arrow-pronged	dagal
121342	wagi	heart	kirigur
123166	wagi	tree	kɛːr
124251	wagi	sun	kem
126743	wagi	yes	oɛ
122584	wagi	ground-possum	ganim
127636	wagi	to-bathe	lu-
125677	wagi	new	faug
125179	wagi	big	nʌri
124691	wagi	comb	din
118939	wagi	woman	ʌs
121371	wagi	bone	kefsi-
125931	wagi	work-n	kw-
119873	wagi	we	ig
123508	wagi	bean	suæs
122240	wagi	mosquito	ibis
119156	wagi	mother	ani-
119647	wagi	your-sg	-n
121417	wagi	skin	gone-
123537	wagi	vine	darar
119811	wagi	his	-0̸
121447	wagi	to-sweat	zeri
124933	wagi	net-bag	lo
119933	wagi	you-pl-o2p	-(l)ar-
123904	wagi	mountain	boku
127334	wagi	to-jump	ol-
122362	wagi	crocodile	wagæ
122737	wagi	lime	ka
121479	wagi	sore-wound	isi
118969	wagi	old	kɛima
123706	wagi	smoke	kas
126482	wagi	afterwards	dimba
119962	wagi	you-pl	ag
121515	wagi	hair	tawag
121516	wagi	hair	urig
123350	wagi	root	dir
119185	wagi	them	-(l)ar-
126227	wagi	afternoon	tuɛf
125455	wagi	hot	gagɛrɛ
126774	wagi	no-not	kawa
127670	wagi	to-wash	le la
125712	wagi	old	alʌg
121577	wagi	urine	sufura-
127053	wagi	to-die	mous-
120025	wagi	we-dual	i
125959	wagi	to-be-hungry	kɛri pɛ-
119646	wagi	your-sg	-t
127364	wagi	to-swell	ditil-
120056	wagi	our-dual	-nit
123018	wagi	tobacco	kʌs
122645	wagi	banana	mug
121612	wagi	penis	de-
125212	wagi	small	nakok
119001	wagi	child	nir
124510	wagi	spear-n	dʌgʌf
119002	wagi	child	na-
122459	wagi	rat	tæg
120086	wagi	us-two	-it-
124722	wagi	skirt	ɛræm
121643	wagi	shadow	toro-
121644	wagi	shadow	kito-
122861	wagi	sugar	kam
124962	wagi	loincloth	lamɛl
124092	wagi	cloud	sʌᵬ
124283	wagi	village	kʌ:b
124509	wagi	spear-n	fan
121675	wagi	name	weni-
127470	wagi	to-talk	an-
121705	wagi	vulva	fu-
127737	wagi	to-carry	kaw-
123626	wagi	firelight	ar
125802	wagi	straight	mangu
124319	wagi	forest	atupa
126582	wagi	in	ʔowa
127086	wagi	to-come	uri-
123772	wagi	fence	kʌr
121735	wagi	bird	æ:
126806	wagi	always	sansan
119032	wagi	boy	geir
120176	wagi	you-pl-dual-o2p	-(t)at-
121765	wagi	wing	sau
122614	wagi	butterfly	bobor
123197	wagi	fruit	mou
125488	wagi	cold	aug
121796	wagi	tail	fæf
126517	wagi	here	ɛwa
125741	wagi	ripe	lɛpmɛ
126263	wagi	night	tupʌn mane
124751	wagi	g-string	bam
119810	wagi	his	-f
124986	wagi	basket	kailɛg
123384	wagi	short-piece-wood	tutu
120220	wagi	head	kuri-
121852	wagi	egg	ov
127118	wagi	go	wan-
119064	wagi	girl	magun
121883	wagi	cassowary	kiwʌr
123385	wagi	short-piece-wood	uŋu
123048	wagi	sago	fæm
125248	wagi	black	geremu
120250	wagi	brains	mugi-
127119	wagi	go	ant-
122329	wagi	fat	kid
121914	wagi	chicken-tame	maru
126836	wagi	to-be	di-
123742	wagi	garden	dʌr
124540	wagi	fish-spear	fan
123077	wagi	coconut-palm	kiri
121955	wagi	chicken-wild	nʌ
121956	wagi	chicken-wild	maraklɛ
120280	wagi	face-forehead	urʌ-
126553	wagi	there	uwa
124320	wagi	forest	dumba
122199	wagi	louse	mi
121985	wagi	dog	pæː
125770	wagi	sharp	olɛ
124121	wagi	fog	lambi
119252	wagi	their	-lag
120462	wagi	saliva	sifuru
122014	wagi	tail	fæ:f
120309	wagi	ear	dau-
122489	wagi	snake	mat
123934	wagi	path	if
124780	wagi	drum	kasi
125517	wagi	heavy	kug
122043	wagi	male	dawɛ
119107	wagi	father	mem
126294	wagi	now	gei
119108	wagi	father	mame-
123570	wagi	tanket	kawa
120400	wagi	nose	no-
125277	wagi	red	karʌg
120115	wagi	you-dual	a
120338	wagi	eye	ame-
122897	wagi	taro	dawær
124573	wagi	axe	bʌːr̃ tu
127148	wagi	to-go-up	karant-
123227	wagi	sap	ditfu
126871	wagi	to-sleep	usni-
122105	wagi	fly-sp	bʌf
123228	wagi	sap	kar
123414	wagi	cane	sibir
126018	wagi	that	huni
125089	wagi	good	kɛna
126047	wagi	who	aun
122073	wagi	female	anig
125016	wagi	one	usif
127394	wagi	to-vomit	pes-
127439	wagi	to-give	m-
127569	wagi	to-see	pi-
127708	wagi	to-bite	kɛm-
127772	wagi	to-carry	kuku-
124153	wagi	salt	i:b
122766	wagi	kunai	pasʌk
124185	wagi	stone	bar
124810	wagi	drum	girʌm
125861	wagi	wet	baurak
123964	wagi	sea	iːᵬ
125992	wagi	this	ɛnɛ
124351	wagi	water	le
123599	wagi	fire	kæᵬ
125547	wagi	long	wɛlʌf
126325	wagi	yesterday	tume
125310	wagi	white	sagʌf
122170	wagi	crayfish	guæ
125047	wagi	two	ʌrit
122519	wagi	wallaby	weib
127802	wagi	to-blow	il-
123257	wagi	stump	dig
120525	wagi	chin	siwe-
122675	wagi	betelnut	fa
119217	wagi	they	(uni)
124380	wagi	rain	gu
119218	wagi	they	(pe)
118702	wagi	all	kunu
123802	wagi	ground	wan
120556	wagi	neck	fa-
126076	wagi	what	ker
120585	wagi	throat	garfʌg
126615	wagi	near	unʌka
120616	wagi	nape	du-
122927	wagi	singapore-taro	malæːma
127178	wagi	to-go-down	nu-
125832	wagi	crooked	mɛriʌk
127500	wagi	to-talk	an-
124602	wagi	axe-iron	palaŋgis
119298	wagi	sibling-same-sex-older	awa-
125333	wagi	green	lanfau
123106	wagi	coconut	meirak
128303	wamas	to-fight	marʌ-
127512	wamas	to-watch	diʔpo-
128629	wamas	to-scratch	gɛr-
123119	wamas	coconut	parʌː
128454	wamas	to-sharpen	mete
124674	wamas	comb	karahai
128393	wamas	to-shoot	po-
122312	wamas	fat	sumu
129129	wamas	arrow-hooked	diwole
120667	wamas	buttocks	sikuni-
128271	wamas	to-eat	za-
119314	wamas	sibling-same-sex-younger	kamun-
129096	wamas	arrow-barred	pʌri sama
123651	wamas	ashes	pamu
129009	wamas	dream	nigai abo-
120128	wamas	your-pl-dual	-ay
128512	wamas	to-pour-out	pefo-
122749	wamas	kunai	sɛb
128864	wamas	to-laugh	kahe imo-
120507	wamas	chin	mai-
128423	wamas	to-do-make	mo-
123273	wamas	tree-top	tukʌːr
128949	wamas	to-turn	bilinʌ-
123031	wamas	sago	mbo:b
128834	wamas	to-cry	bia-
126629	wamas	far	batʌː
128242	wamas	to-fill	wete-
120697	wamas	arm	ave-
128717	wamas	to-take	ʌ-
123815	wamas	house	jʌ
128366	wamas	to-throw	fo-
118743	wamas	to-look	har
128918	wamas	singsing	kahu vɛr-
124614	wamas	bow	ǰehine
128335	wamas	to-kill	marare ma-
125345	wamas	cooked	aːru
129067	wamas	to-be-sick	vilou ma
120732	wamas	elbow	sunar- fahu
128092	wamas	to-plant	kebo
119469	wamas	my	-i
128980	wamas	to-think	dava mo-
125843	wamas	wet	ži tau
128599	wamas	to-put	mo-
